"R1","R2","R3","P1","P2","P3","P4","P5","TYPE","A1","B1","C1","F1","G1","A2","B2","C2","F2","G2","A3","B3","C3","F3","G3","FC","REFS","COMMENTS","TIMESTAMP"
"S3P","C2H3",,"H2CCS","H",,,,"kooij","6.000E-11","0.000E+00","0.000E+00","2.000E+00","0.000E+00",,,,,,,,,,,,,"By comparison with O + C2H3   (Heinemann et al. 1988 - Harding et al. 2005)","2022-08-24 10:47:06"
"S1D","N2",,"S3P","N2",,,,"kooij","8.500E-11","0.000E+00","0.000E+00","1.600E+00","0.000E+00",,,,,,,,,,,,,"Black & Jusinski 1985","2022-08-24 10:47:06"
"S1D","H2",,"SH","H",,,,"kooij","2.100E-10","0.000E+00","0.000E+00","1.600E+00","0.000E+00",,,,,,,,,,,,,"Black & Jusinski 1985","2022-08-24 10:47:06"
"S1D","CH4",,"SH","CH3",,,,"kooij","1.700E-10","0.000E+00","0.000E+00","2.000E+00","0.000E+00",,,,,,,,,,,,,"Black & Jusinski 1985","2022-08-24 10:47:06"
"CS","N2D",,"S3P","CN",,,,"kooij","4.000E-11","0.000E+00","0.000E+00","3.000E+00","0.000E+00",,,,,,,,,,,,,"N2D + CO  (Herron 1999)","2022-08-24 10:47:06"
"C3S","N2D",,"C2S","CN",,,,"kooij","2.000E-11","0.000E+00","0.000E+00","3.000E+00","0.000E+00",,,,,,,,,,,,,"N2D + CO  (Herron 1999)","2022-08-24 10:47:06"
"C3S","N2D",,"CS","C2N",,,,"kooij","2.000E-11","0.000E+00","0.000E+00","3.000E+00","0.000E+00",,,,,,,,,,,,,"N2D + CO  (Herron 1999)","2022-08-24 10:47:06"
"N2S","N2D",,"NS","N2",,,,"kooij","2.000E-11","0.000E+00","0.000E+00","3.000E+00","0.000E+00",,,,,,,,,,,,,"N2D + N2O / (Herron 1999) with no barrier","2022-08-24 10:47:06"
"HCCS","N4S",,"CS","HCN",,,,"kooij","8.000E-11","0.000E+00","0.000E+00","3.000E+00","0.000E+00",,,,,,,,,,,,,"N4S + CH3","2022-08-24 10:47:06"
"SH","N2D",,"NS","H",,,,"kooij","4.500E-11","0.000E+00","0.000E+00","2.000E+00","0.000E+00",,,,,,,,,,,,,"N4S + OH","2022-08-24 10:47:06"
"SH","N4S",,"NS","H",,,,"kooij","4.500E-11","0.000E+00","0.000E+00","2.000E+00","0.000E+00",,,,,,,,,,,,,"N4S + OH","2022-08-24 10:47:06"
"H2S","CN",,"SH","HCN",,,,"kooij","2.000E-10","0.000E+00","0.000E+00","2.000E+00","0.000E+00",,,,,,,,,,,,,"Very likely no barrier as H2S is much more reactive than H2O","2022-08-24 10:47:06"
"NS","N2D",,"S3P","N2",,,,"kooij","4.000E-11","0.000E+00","0.000E+00","2.000E+00","0.000E+00",,,,,,,,,,,,,"N4S + NO","2022-08-24 10:47:06"
"NS","N4S",,"S3P","N2",,,,"kooij","4.000E-11","0.000E+00","0.000E+00","2.000E+00","0.000E+00",,,,,,,,,,,,,"N4S + NO","2022-08-24 10:47:06"
"NS","3CH2",,"HNCS","H",,,,"kooij","1.000E-10","0.000E+00","0.000E+00","3.000E+00","0.000E+00",,,,,,,,,,,,,"CH2 + NO at 150K (production of HCNS)","2022-08-24 10:47:06"
"NS","NH",,"N2S","H",,,,"kooij","2.900E-11","-0.300E+00","-7.700E+01","1.600E+00","0.000E+00",,,,,,,,,,,,,"NH + NO","2022-08-24 10:47:06"
"NS","NH",,"SH","N2",,,,"kooij","1.200E-11","-0.300E+00","-7.700E+01","1.600E+00","0.000E+00",,,,,,,,,,,,,"NH + NO","2022-08-24 10:47:06"
"NS","NS",,"N2S","S3P",,,,"kooij","4.000E-11","0.000E+00","0.000E+00","3.000E+00","0.000E+00",,,,,,,,,,,,,"No barrier","2022-08-24 10:47:06"
"HCS","N2D",,"CS","NH",,,,"kooij","2.000E-11","0.000E+00","0.000E+00","3.000E+00","0.000E+00",,,,,,,,,,,,,,"2022-08-24 10:47:06"
"HCS","N2D",,"NCS","H",,,,"kooij","1.000E-11","0.000E+00","0.000E+00","3.000E+00","0.000E+00",,,,,,,,,,,,,,"2022-08-24 10:47:06"
"HCS","N2D",,"S3P","HCN",,,,"kooij","4.000E-11","0.000E+00","0.000E+00","3.000E+00","0.000E+00",,,,,,,,,,,,,,"2022-08-24 10:47:06"
"HCS","N4S",,"CS","NH",,,,"kooij","2.000E-11","0.000E+00","0.000E+00","3.000E+00","0.000E+00",,,,,,,,,,,,,,"2022-08-24 10:47:06"
"HCS","N4S",,"NCS","H",,,,"kooij","1.000E-11","0.000E+00","0.000E+00","3.000E+00","0.000E+00",,,,,,,,,,,,,,"2022-08-24 10:47:06"
"HCS","N4S",,"S3P","HCN",,,,"kooij","4.000E-11","0.000E+00","0.000E+00","3.000E+00","0.000E+00",,,,,,,,,,,,,,"2022-08-24 10:47:06"
"S3P","NH",,"NS","H",,,,"kooij","6.600E-11","0.000E+00","0.000E+00","2.000E+00","0.000E+00",,,,,,,,,,,,,"O3P + NH","2022-08-24 10:47:06"
"CS","NH",,"S3P","HNC",,,,"kooij","1.000E-11","0.000E+00","1.200E+03","3.000E+00","0.000E+00",,,,,,,,,,,,,"theoretical calculations","2022-08-24 10:47:06"
"CS","NH2",,"HNCS","H",,,,"kooij","1.000E-12","0.000E+00","6.000E+02","3.000E+00","2.000E+02",,,,,,,,,,,,,"Submerged barrier at M06-2X/cc-pVTZ level (-2 kJ/mol) - barrier at MP2/cc-pVTZ level (+16 kJ/mol) - value at CCSD(T) level","2022-08-24 10:47:06"
"NCS","H",,"S3P","HNC",,,,"kooij","1.000E-10","0.000E+00","0.000E+00","2.000E+00","0.000E+00",,,,,,,,,,,,,"submerged exit barrier on the triplet surface - need ISC as there is likely a barrier on the triplet entrance barrier but not on the entrance singlet surface by comparison with H + NCO (Klippenstein & Harding 2009))","2022-08-24 10:47:06"
"OCS","C",,"CS","CO",,,,"kooij","5.600E-11","0.000E+00","0.000E+00","2.000E+00","0.000E+00",,,,,,,,,,,,,"Loison et al. 2012b - Deeyamulla & Husain 2006 - Deeyamulla & Husain 2007","2022-08-24 10:47:06"
"OCS","CH",,"HCS","CO",,,,"kooij","4.000E-10","0.000E+00","0.000E+00","2.000E+00","0.000E+00",,,,,,,,,,,,,"Loison et al. 2012b","2022-08-24 10:47:06"
"OCS","1C2",,"C2S","CO",,,,"kooij","2.000E-10","0.000E+00","0.000E+00","2.000E+00","0.000E+00",,,,,,,,,,,,,"By comparison with C2 + CS2","2022-08-24 10:47:06"
"OCS","C2H",,"HCCS","CO",,,,"kooij","4.000E-11","0.000E+00","0.000E+00","5.000E+00","0.000E+00",,,,,,,,,,,,,"Likely no barrier","2022-08-24 10:47:06"
"OCS","CN",,"NCS","CO",,,,"kooij","1.000E-10","0.000E+00","0.000E+00","3.000E+00","0.000E+00",,,,,,,,,,,,,"Loison et al. 2012b","2022-08-24 10:47:06"
"# 2022_03 OHx cycle (Thomas Drant)   ",,,,,,,,,,,,,,,,,,,,,,,,,,,"2022-08-24 10:47:06"
"O1S","N2",,"O3P","N2",,,,"kooij","2.150E-11","0.000E+00","-1.100E+02","1.100E+00","3.000E+01",,,,,,,,,,,,,"Analogy with O1D","2022-08-24 10:47:06"
"O1D","H2O",,"OH","OH",,,,"kooij","1.630E-10","0.000E+00","-6.000E+01","1.080E+00","2.000E+01",,,,,,,,,,,,,"Burkholder et al 2015","2022-08-24 10:47:06"
"O3P","OH",,"O2","H",,,,"kooij","1.800E-11","0.000E+00","-1.800E+02","1.150E+00","5.000E+01",,,,,,,,,,,,,"Burkholder et al 2015","2022-08-24 10:47:06"
"HO2","HO2",,"H2O2","O2",,,,"kooij","3.000E-13","0.000E+00","-4.600E+02","1.150E+00","1.000E+02",,,,,,,,,,,,,"Burkholder et al 2015","2022-08-24 10:47:06"
"OH","HO2",,"H2O","O2",,,,"kooij","4.800E-11","0.000E+00","-2.500E+02","1.150E+00","5.000E+01",,,,,,,,,,,,,"Burkholder et al 2015","2022-08-24 10:47:06"
"OH","H2O2",,"H2O","HO2",,,,"kooij","1.800E-12","0.000E+00","0.000E+00","1.150E+00","4.500E+01",,,,,,,,,,,,,"Burkholder et al 2015","2022-08-24 10:47:06"
"OH","OH",,"H2O","O3P",,,,"kooij","1.800E-12 ","0.000E+00","0.000E+00","1.250E+00","5.000E+01",,,,,,,,,,,,,"Burkholder et al 2015","2022-08-24 10:47:06"
"O3P","HO2",,"OH","O2",,,,"kooij","3.000E-11","0.000E+00","-2.000E+02","1.050E+00","5.000E+01",,,,,,,,,,,,,"Burkholder et al 2015","2022-08-24 10:47:06"
"O3P","H2O2",,"OH","HO2",,,,"kooij","1.400E-12","0.000E+00","2.000E+03","1.200E+00","1.000E+02",,,,,,,,,,,,,"Burkholder et al 2015","2022-08-24 10:47:06"
"# O1D","CO2",,"O3P","CO2",,,,"kooij","7.410E-11","0.000E+00","-1.210E+02","1.400E+00","1.000E+02",,,,,,,,,,,,,"kida (Atkinson et al 2004)","2022-08-24 10:47:06"
"H2O2","H",,"OH","H2O",,,,"kooij","1.700E-11","0.000E+00","1.800E+03","1.260E+00","0.000E+00",,,,,,,,,,,,,"Baulch et al 2005","2022-08-24 10:47:06"
"H2O2","H",,"H2","HO2",,,,"kooij","2.800E-12","0.000E+00","1.890E+03","1.470E+00","0.000E+00",,,,,,,,,,,,,"Baulch et al 2005","2022-08-24 10:47:06"
"CO2","O3P",,"CO","O2",,,,"kooij","2.460E-11","0.000E+00","2.660E+04","2.000E+00","0.000E+00",,,,,,,,,,,,,"kida (harada et al 2010)","2022-08-24 10:47:06"
"O2","H",,"O3P","OH",,,,"kooij","2.940E-10","0.000E+00","8.380E+03","4.000E+00","0.000E+00",,,,,,,,,,,,,"kida + enlarged uncertainty (PP 2022)","2022-08-24 10:47:06"
"O3P","H2",,"OH","H",,,,"kooij","8.500E-20","2.670E+00","3.160E+03","3.160E+00","1.000E+02",,,,,,,,,,,,,"KIDA - Baulch et al 1992","2022-08-24 10:47:06"
"CO","HO2",,"OH","CO2",,,,"kooij","5.600E-10","0.000E+00","1.220E+04","2.000E+00","0.000E+00",,,,,,,,,,,,,"KIDA - Harada et al 2010","2022-08-24 10:47:06"
"O3","H",,"O2","OH",,,,"kooij","1.400E-10","0.000E+00","4.700E+02","1.100E+00","4.000E+01",,,,,,,,,,,,,"KIDA - Burkholder et al 2015","2022-08-24 10:47:06"
"O3","O1D",,"O2","O2",,,,"kooij","1.200E-10","0.000E+00","0.000E+00","1.200E+00","5.000E+01",,,,,,,,,,,,,"KIDA - Burkholder et al 2015","2022-08-24 10:47:06"
"O3","O1D",,"O2","O3P","O3P",,,"kooij","1.200E-10","0.000E+00","0.000E+00","1.200E+00","5.000E+01",,,,,,,,,,,,,"KIDA - Burkholder et al 2015","2022-08-24 10:47:06"
"OH","O3",,"HO2","O2",,,,"kooij","1.700E-12","0.000E+00","9.400E+02","1.150E+00","5.000E+01",,,,,,,,,,,,,"KIDA - Burkholder et al 2015","2022-08-24 10:47:06"
"HCO","O2",,"CO","HO2",,,,"kooij","5.200E-12","0.000E+00","0.000E+00","1.400E+00","1.000E+02",,,,,,,,,,,,,"KIDA - Burkholder et al 2015 - Atkinson et al 2006","2022-08-24 10:47:06"
"HO2","O3",,"OH","O2","O2",,,"kooij","1.000E-14","0.000E+00","4.900E+02","1.150E+00","8.000E+01",,,,,,,,,,,,,"KIDA - Burkholder et al 2015","2022-08-24 10:47:06"
"CO2","O1D",,"CO2","O3P",,,,"kooij","7.500E-11","0.000E+00","-1.150E+02","1.150E+00","2.000E+01",,,,,,,,,,,,,"KIDA - Burkholder et al 2015","2022-08-24 10:47:06"
"O1D","O2",,"O3P","O2",,,,"kooij","3.300E-11","0.000E+00","-5.500E+01","1.100E+00","1.000E+01",,,,,,,,,,,,,"KIDA - Burkholder et al 2015","2022-08-24 10:47:06"
"O3","O3P",,"O2 ","O2",,,,"kooij","8.000E-12","0.000E+00","2.060E+03","1.100E+00","2.000E+02",,,,,,,,,,,,,"KIDA - Burkholder et al 2015","2022-08-24 10:47:06"
"HCO","OH",,"CO","H2O",,,,"kooij","1.800E-10","0.000E+00","0.000E+00","2.000E+00","0.000E+00",,,,,,,,,,,,,"KIDA - Baulch et al 2005","2022-08-24 10:47:06"
"C","CH",,"1C2","H",,,,"kooij","2.400E-10","0.000E+00","0.000E+00","2.000E+00","0.000E+00",,,,,,,,,,,,,"KIDA - Loison et al 2013","2022-08-24 10:47:06"
"CH3","C",,"C2H2","H",,,,"kooij","1.000E-10","0.000E+00","0.000E+00","2.000E+00","0.000E+00",,,,,,,,,,,,,"KIDA estimation","2022-08-24 10:47:06"
"H","C2H5",,"CH3","CH3",,,,"kooij","5.990E-11","0.000E+00","0.000E+00","0.000E+00","0.000E+00",,,,,,,,,,,,,"KIDA Ruaud et al 2015 ","2022-08-24 10:47:06"
"HCO","HCO",,"H2CO","CO",,,,"kooij","4.480E-11","0.000E+00","0.000E+00","1.320E+00","1.000E+02",,,,,,,,,,,,,"KIDA - Hebrard et al 2009","2022-08-24 10:47:06"
"HCO","HCO",,"CO","CO","H2",,,"kooij","3.640E-11","0.000E+00","0.000E+00","2.000E+00","1.000E+02",,,,,,,,,,,,,"KIDA - Hebrard et al 2009","2022-08-24 10:47:06"
"# VV",,,,,,,,,,,,,,,,,,,,,,,,,,,"2022-08-24 10:47:06"
"O3P","HCO",,"H","CO2",,,,"kooij","5.00E-11","0.000E+00","0.000E+00","2","0.000E+00",,,,,,,,,,,,,"Baulch et al. 2005","2022-08-24 10:47:06"
"O3P","HCO",,"OH","CO",,,,"kooij","5.00E-11","0.000E+00","0.000E+00","2","0.000E+00",,,,,,,,,,,,,"Baulch et al. 2005","2022-08-24 10:47:06"
"O3P","CH2CO",,"CO2","3CH2",,,,"kooij","1.8e-12","0.000E+00","680","2.0","0.000E+00",,,,,,,,,,,,,"Baulch et al. 2005","2022-08-24 10:47:06"
"O3P","CH2CO",,"H2CO","CO",,,,"kooij","6.0e-13","0.000E+00","680","2.0","0.000E+00",,,,,,,,,,,,,"Baulch et al. 2005","2022-08-24 10:47:06"
"O3P","CH2CO",,"HCO","CO","H",,,"kooij","6.0e-12","0.000E+00","680","2.0","0.000E+00",,,,,,,,,,,,,"Baulch et al. 2005","2022-08-24 10:47:06"
"O3P","CH3CO",,"CO2","CH3",,,,"kooij","2.6e-10","0.000E+00","0.","2.0","0.000E+00",,,,,,,,,,,,,"Baulch et al. 2005","2022-08-24 10:47:06"
"O3P","CH3CO",,"CH2CO","OH",,,,"kooij","8.8e-11","0.000E+00","0.","2.0","0.000E+00",,,,,,,,,,,,,"Baulch et al. 2005","2022-08-24 10:47:06"
"OH","CH2CO",,"CH3O","CO",,,,"kooij","1.68e-12","0.000E+00","-510","2.0","0.000E+00",,,,,,,,,,,,,"Baulch et al. 2005","2022-08-24 10:47:06"
"OH","CH2CO",,"CH3","CO2",,,,"kooij","1.04e-12","0.000E+00","-510","2.0","0.000E+00",,,,,,,,,,,,,"Baulch et al. 2005","2022-08-24 10:47:06"
"OH","CH2CO",,"H2CO","HCO",,,,"kooij","5.6e-14","0.000E+00","-510","2.0","0.000E+00",,,,,,,,,,,,,"Baulch et al. 2005","2022-08-24 10:47:06"
"OH","CH2CO",,"HC2O","H2O",,,,"kooij","2.8e-14","0.000E+00","-510","2.0","0.000E+00",,,,,,,,,,,,,"Baulch et al. 2005","2022-08-24 10:47:06"
"H2O","1CH2",,"CH3","OH",,,,"kooij","1.07e-10","-1.19","67.0","2.0","0.0",,,,,,,,,,,,,"Vuitton 2019","2022-08-24 10:47:06"
"H2O","1CH2",,"H2CO","H2",,,,"kooij","4.8e-13","-1.91","58.0","2.0","0.0",,,,,,,,,,,,,"Vuitton 2019","2022-08-24 10:47:06"
"HCO","3CH2",,"CO","CH3",,,,"kooij","3.00E-11","0.0","0.0","2.0","0.0",,,,,,,,,,,,,"Tsang & Hampton 1986","2022-08-24 10:47:06"
"CH2OH","H",,"H2CO","H2",,,,"kooij","2.03E-11","0.0","0.0","2.0","0.0",,,,,,,,,,,,,"Baulch et al. 2005","2022-08-24 10:47:06"
"CH2OH","H",,"CH3","OH",,,,"kooij","1.74E-11","0.0","0.0","2.0","0.0",,,,,,,,,,,,,"Baulch et al. 2005","2022-08-24 10:47:06"
"CH2OH","3CH2",,"C2H4","OH",,,,"kooij","4E-11","0.0","0.0","2.0","0.0",,,,,,,,,,,,,"Tsang 1987","2022-08-24 10:47:06"
"CH2OH","3CH2",,"H2CO","CH3",,,,"kooij","2E-12","0.0","0.0","2.0","0.0",,,,,,,,,,,,,"Tsang 1987","2022-08-24 10:47:06"
"CH2OH","CH3",,"H2CO","CH4",,,,"kooij","4E-12","0.0","0.0","2.0","0.0",,,,,,,,,,,,,"Tsang 1987","2022-08-24 10:47:06"
"CH2OH","C2H",,"H2CO","C2H2",,,,"kooij","6E-11","0.0","0.0","2.0","0.0",,,,,,,,,,,,,"Tsang 1987","2022-08-24 10:47:06"
"CH2OH","C2H",,"OH","C3H3",,,,"kooij","2E-11","0.0","0.0","2.0","0.0",,,,,,,,,,,,,"Tsang 1987","2022-08-24 10:47:06"
"CH2CO","H",,"CO","CH3",,,,"kooij","6.9e-12","0.85","1430","2.0","0.0",,,,,,,,,,,,,"Tsang 1987","2022-08-24 10:47:06"
"CH3CO","3CH2",,"CH2CO","CH3",,,,"kooij","3E-11","0.0","0.0","2.0","0.0",,,,,,,,,,,,,"Bartels et al. 1991","2022-08-24 10:47:06"
"CH3CO","CH3",,"C2H6","CO",,,,"kooij","5.4E-11","0.0","0.0","2.0","0.0",,,,,,,,,,,,,"Adachi et al. 1981","2022-08-24 10:47:06"
"CH3CO","CH3",,"CH2CO","CH4",,,,"kooij","1E-11","0.0","0.0","2.0","0.0",,,,,,,,,,,,,"Hassinen et al. 1990","2022-08-24 10:47:06"
"CH3CO","C2H",,"CH2CO","C2H2",,,,"kooij","3E-11","0.0","0.0","2.0","0.0",,,,,,,,,,,,,"Tsang 1987","2022-08-24 10:47:06"
"N2P","N2",,"N4S","N2",,,,"kooij","0.100E-12","0.000E+00","0.520E+03","0.200E+01","0.420E+02",,,,,,,,,,,,,"Sim. N2D + N2","2022-08-24 10:47:06"
"CH2NH2","H",,"CH2NH","H2",,,,"kooij","3E-12","0.0","0.0","3.0","0.0",,,,,,,,,,,,,"Ruaud2015","2022-08-24 10:47:06"
"CH2NH2","H",,"NH2","CH3",,,,"kooij","1.07E-10","0.0","0.0","3.0","0.0",,,,,,,,,,,,,"Ruaud2015","2022-08-24 10:47:06"
"CH2NH2","O3P",,"CH2NH","OH",,,,"kooij","1E-11","0.0","0.0","2.0","0.0",,,,,,,,,,,,,"Ruaud2015","2022-08-24 10:47:06"
"CH2NH2","O3P",,"NH2","H2CO",,,,"kooij","1E-10","0.0","0.0","2.0","0.0",,,,,,,,,,,,,"Ruaud2015","2022-08-24 10:47:06"
"CH2NH2","C",,"NH2","C2H2",,,,"kooij","3E-10","0.0","0.0","3.0","0.0",,,,,,,,,,,,,"Ruaud2015","2022-08-24 10:47:06"
"CH2NH2","N4S",,"CH2NH","NH",,,,"kooij","4E-11","0.17","0.0","2.0","7.0",,,,,,,,,,,,,"Ruaud2015","2022-08-24 10:47:06"
"CH2NH2","N4S",,"NH3","HCN",,,,"kooij","6E-11","0.17","0.0","3.0","21.0",,,,,,,,,,,,,"Ruaud2015","2022-08-24 10:47:06"
"H","HO2",,"H2","O2",,,,"kooij","6.9e-12","0.0","0.0","1.4","100",,,,,,,,,,,,,"KIDA","2022-08-24 10:47:06"
"H","HO2",,"OH","OH",,,,"kooij","7.2e-11","0.0","0.0","1.2","100",,,,,,,,,,,,,"KIDA","2022-08-24 10:47:06"
"H","HO2",,"O3P","H2O",,,,"kooij","1.6e-12","0.0","0.0","1.5","100",,,,,,,,,,,,,"KIDA","2022-08-24 10:47:06"
"CH3","HO2",,"O2","CH4",,,,"kooij","6E-12","0.0","0.0","2","0",,,,,,,,,,,,,"KIDA","2022-08-24 10:47:06"
"H","CNC",,"HCN","C",,,,"kooij","2.8e-10","0.17","0.0","2","0",,,,,,,,,,,,,"Loison2015a","2022-08-24 10:47:06"
"C2O","N4S",,"CO","CN",,,,"kooij","5.5e-10","0.0","0.0","2","0",,,,,,,,,,,,,"KIDA","2022-08-24 10:47:06"
"C2H3NH","H",,"CH3CN","H2",,,,"kooij","1.28e-11","0.5","0.0","2","0",,,,,,,,,,,,,"Quan2016","2022-08-24 10:47:06"
"C2H3NH","C",,"CH3CN","CH",,,,"kooij","4.18e-12","0.5","0.0","2","0",,,,,,,,,,,,,"Quan2016","2022-08-24 10:47:06"
"CH3CHNH","H",,"C2H3NH","H2",,,,"kooij","1.28e-11","0.5","1000","2","0",,,,,,,,,,,,,"Quan2016","2022-08-24 10:47:06"
"CH3CHNH","C",,"C2H3NH","CH",,,,"kooij","4.18e-12","0.5","0.0","2","0",,,,,,,,,,,,,"Quan2016","2022-08-24 10:47:06"
"N4S","C2H5",,"C2H3NH","H",,,,"kooij","5.5e-12","0.5","0.0","2","0",,,,,,,,,,,,,"Quan2016","2022-08-24 10:47:06"
"NH","C2H5",,"CH3CHNH","H",,,,"kooij","5.5e-12","0.5","0.0","2","0",,,,,,,,,,,,,"Quan2016","2022-08-24 10:47:06"
"# 2021_01 PAH formation pathways (J. Bourgalais)",,,,,,,,,,,,,,,,,,,,,,,,,,,"2022-08-24 10:47:06"
"C6H6","O3P",,"C6H5O","H",,,,"kooij","0.0000000000365","0","4530","1.2","0",,,,,,,,,,,,,"Azuelta et al. IJCK 32 498 2000","2022-08-24 10:47:06"
"C6H6","O3P",,"C6H5","OH",,,,"kooij","0.0000000000332","0","14700","1.2","0",,,,,,,,,,,,,"Azuelta et al. IJCK 32 498 2000","2022-08-24 10:47:06"
"C6H6","O2",,"C6H5","HO2",,,,"kooij","0.000000000105","0","60000","1.2","0",,,,,,,,,,,,,"Emdee et al. JPhysChem 1992 96 2151","2022-08-24 10:47:06"
"C6H6","OH",,"C6H5","H2O ",,,,"kooij","1.99E-24","4.1","-301","1.2","0",,,,,,,,,,,,,"Chen and Boz JPhysChem A 108 4632 2004","2022-08-24 10:47:06"
"C6H6","OH",,"C6H6O","H",,,,"kooij","2.19E-22","3.25","5590","1.2","0",,,,,,,,,,,,,"Takamasa Seta et al. JPhysChemA 2006 110 5081","2022-08-24 10:47:06"
"C6H6","HO2",,"C6H5","H2O2",,,,"kooij","9.13E-36","0","28900","1.2","0",,,,,,,,,,,,,"see Shao et al. 2019 PROCI 37 993 and reference therein","2022-08-24 10:47:06"
"C6H6","CH3",,"C6H5","CH4",,,,"kooij","7.34E-24","3.916","11463","1.2","0",,,,,,,,,,,,,"see Shao et al. 2019 PROCI 37 993 and reference therein","2022-08-24 10:47:06"
"C6H6","C2H3",,"C8H8","H",,,,"kooij","0.00000000000131","0","6400","1.2","0",,,,,,,,,,,,,"see Shao et al. 2019 PROCI 37 993 and reference therein","2022-08-24 10:47:06"
"C6H6","C3H3",,"C6H5","C3H4",,,,"kooij","3.77E-23","3.517","24065","1.2","0",,,,,,,,,,,,,"see Shao et al. 2019 PROCI 37 993 and reference therein","2022-08-24 10:47:06"
"C6H6","C3H3",,"C9H8","H",,,,"kooij","0.0000000000000104","2.61","56500","1.2","0",,,,,,,,,,,,,"see Shao et al. 2019 PROCI 37 993 and reference therein","2022-08-24 10:47:06"
"C6H6","C6H5",,"C12H10","H",,,,"kooij","0.183","-2.92","15890","1.2","0",,,,,,,,,,,,,"see Shao et al. 2019 PROCI 37 993 and reference therein","2022-08-24 10:47:06"
"C3H5","C3H3",,"C6H6","H","H",,,"kooij","0.00093","-2.54","1696.9","1.2","0",,,,,,,,,,,,,"see Shao et al. 2019 PROCI 37 993 and reference therein","2022-08-24 10:47:06"
"C4H6","C2H3",,"C6H6","H2","H",,,"kooij","0.0000000266","0","3240","1.2","0",,,,,,,,,,,,,"see Shao et al. 2019 PROCI 37 993 and reference therein","2022-08-24 10:47:06"
"C4H5","C2H3",,"C6H6","H2",,,,"kooij","3.06E-37","7.07","-3611","1.2","0",,,,,,,,,,,,,"see Shao et al. 2019 PROCI 37 993 and reference therein","2022-08-24 10:47:06"
"C7H8","H",,"C6H6","CH3",,,,"kooij","0.000000000000000648","1.25","2371","1.2","0",,,,,,,,,,,,,"Vasu davidson and Hanson 2010","2022-08-24 10:47:06"
"C6H5","CH2O",,"C6H6","HCO",,,,"kooij","1.42E-19","2.19","38","1.2","0",,,,,,,,,,,,,"Chaos et al. Paper E26 5th US combustion meeting 2007","2022-08-24 10:47:06"
"C6H5","HCO",,"C6H6","CO",,,,"kooij","1.42E-19","2.19","38","1.2","0",,,,,,,,,,,,,"Chaos et al. Paper E26 5th US combustion meeting 2007","2022-08-24 10:47:06"
"C6H5","C5H6",,"C5H5","C6H6",,,,"kooij","1.66E-25","4","0","1.2","0",,,,,,,,,,,,,"Zhong et Bozzeli JPhysChemA 102 3537 1998","2022-08-24 10:47:06"
"C5H5","C5H6",,"C6H6","C4H5",,,,"kooij","0.0000000000000083","0","0","1.2","0",,,,,,,,,,,,,"see Shao et al. 2019 PROCI 37 993 and reference therein","2022-08-24 10:47:06"
"C6H5","CH4","NA","C6H6","CH3","NA","NA","NA","kooij","6.54e-25","4.212","4145","1.2","0","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","Shao2019","see Shao et al. 2019 PROCI 37 993 and reference therein","2022-08-25 16:27:11"
"C6H5","C3H4",,"C6H6","C3H3",,,,"kooij","4.28E-24","3.73","899.32","1.2","0",,,,,,,,,,,,,"see Shao et al. 2019 PROCI 37 993 and reference therein","2022-08-24 10:47:06"
"C6H5","C7H8",,"C7H7","C6H6",,,,"kooij","0.0000000000132","0","11949","1.2","0",,,,,,,,,,,,,"see Shao et al. 2019 PROCI 37 993 and reference therein","2022-08-24 10:47:06"
"C7H8","H   ",,"C7H7","H2  ",,,,"kooij","1.07E-23          ","3.98","3384","1.2","0",,,,,,,,,,,,,"see Shao et al. 2019 PROCI 37 993 and reference therein","2022-08-24 10:47:06"
"C7H8","O3P ",,"C7H7","OH  ",,,,"kooij","0.0000000000000996","0.7 ","7632","1.2","0",,,,,,,,,,,,,"see Shao et al. 2019 PROCI 37 993 and reference therein","2022-08-24 10:47:06"
"#C7H8","OH",,"C7H7","H2O",,,,"kooij","2.94E-19","2.394","-601","1.2","0",,,,,,,,,,,,,"see Shao et al. 2019 PROCI 37 993 and reference therein","2022-08-24 10:47:06"
"C7H8","O2",,"C7H7","HO2",,,,"kooij","0.0000000000000000362","2.5","46045","1.2","0",,,,,,,,,,,,,"see Shao et al. 2019 PROCI 37 993 and reference therein","2022-08-24 10:47:06"
"C7H8","HO2",,"C7H7","H2O2",,,,"kooij","1.16E-21","3","12000","1.2","0",,,,,,,,,,,,,"see Shao et al. 2019 PROCI 37 993 and reference therein","2022-08-24 10:47:06"
"#C7H8","CH3",,"C7H7","CH4",,,,"kooij","0.000000000701","0","22256.2","1.2","0",,,,,,,,,,,,,"see Shao et al. 2019 PROCI 37 993 and reference therein","2022-08-24 10:47:06"
"C7H8","CH3O",,"C7H7","CH3OH",,,,"kooij","0.0000000000000352","0","3000","1.2","0",,,,,,,,,,,,,"see Shao et al. 2019 PROCI 37 993 and reference therein","2022-08-24 10:47:06"
"C7H8","HCO",,"C7H7","CH2O",,,,"kooij","0.0000000000626","0","23787.4","1.2","0",,,,,,,,,,,,,"see Shao et al. 2019 PROCI 37 993 and reference therein","2022-08-24 10:47:06"
"C7H8","1CH2",,"C8H8","H2",,,,"kooij","0.0000000000498","0","0","1.2","0",,,,,,,,,,,,,"see Shao et al. 2019 PROCI 37 993 and reference therein","2022-08-24 10:47:06"
