"R1","R2","R3","P1","P2","P3","P4","P5","TYPE","A1","B1","C1","F1","G1","A2","B2","C2","F2","G2","A3","B3","C3","F3","G3","FC","REFS","COMMENTS","TIMESTAMP"
"C3H5CN","H",,"C3H6CN",,,,,"assocMD","1.400E-25","-2.480E+00","1.910E+02","1.000E+02","0.000E+00","7.020E-12","1.160E+00","4.400E+02","4.000E+00","0.000E+00","0.000E+00","0.000E+00","0.000E+00","1.000E+00","0.000E+00","0.6",,"Similar to H + C3H6","2022-08-24 10:47:06"
"HC5N","H",,"H2C5N",,,,,"assocMD","3.000E-25","-2.930E+00","1.760E+02","3.000E+01","0.000E+00","1.600E-12","5.550E+00","-1.530E+02","4.000E+00","0.000E+00","0.000E+00","0.000E+00","0.000E+00","1.000E+00","0.000E+00","0.6",,"Similar to H + C4H2","2022-08-24 10:47:06"
"C4H3CN","H",,"C4H4CN",,,,,"assocMD","1.400E-25","-2.480E+00","1.910E+02","1.000E+02","0.000E+00","7.020E-12","1.160E+00","4.400E+02","4.000E+00","0.000E+00","0.000E+00","0.000E+00","0.000E+00","1.000E+00","0.000E+00","0.6",,"Similar to H + C3H6","2022-08-24 10:47:06"
"C4H4CN","CH3",,"C3H7C3N",,,,,"assocMD","1.000E-20","-3.500E+00","0.000E+00","0.300E+02","0.000E+00","6.000E-11","0.000E+00","0.000E+00","2.000E+00","0.000E+00","0.000E+00","0.000E+00","0.000E+00","1.000E+00","0.000E+00","0.6",,"k0 from our semi empirical model Hébrard et al. [2013] / k_inf from capture rate theory","2022-08-24 10:47:06"
"C2H5C3N","H",,"SOOTN",,,,,"assocMD","6.000E-26","-2.930E+00","1.760E+02","0.100E+03","0.000E+00","0.110E-11","0.000E+00","0.500E+03","0.100E+02","0.000E+00","0.000E+00","0.000E+00","0.000E+00","3.000E+01","0.000E+00","0.6",,"k0 = 100*k0(H+HC3N) - k_inf = 0.2*k_inf(H+HC3N)","2022-08-24 10:47:06"
"C3H7C3N","H",,"SOOTN",,,,,"assocMD","1.800E-25","-2.930E+00","1.760E+02","0.100E+03","0.000E+00","0.110E-11","0.000E+00","0.500E+03","0.100E+02","0.000E+00","0.000E+00","0.000E+00","0.000E+00","3.000E+01","0.000E+00","0.6",,"k0 = 300*k0(H+HC3N) - k_inf = 0.6*k_inf(H+HC3N)","2022-08-24 10:47:06"
"N2","C",,"CN2",,,,,"assocMD","3.100E-33","-1.500E+00","0.000E+00","1.800E+00","0.100E+02","1.000E-11","0.000E+00","0.000E+00","0.100E+02","0.000E+00","0.000E+00","0.000E+00","0.000E+00","3.000E+01","0.000E+00","0.6",,"Husain and Kirsch 1971","2022-08-24 10:47:06"
"N2","CH",,"HCNN",,,,,"assocMD","1.900E-31","-2.200E+00","0.000E+00","1.400E+00","0.000E+00","1.800E-12","-1.500E+00","0.000E+00","0.300E+01","0.100E+03","0.000E+00","0.000E+00","0.000E+00","3.000E+01","0.000E+00","0.6",,"Brownsword et al. [1996] - Le Picard and Canosa 1998","2022-08-24 10:47:06"
"C2N2","H",,"HC2N2",,,,,"assocMD","2.000E-31","-1.070E+00","8.380E+01","0.100E+02","0.000E+00","1.170E-14","8.410E+00","-3.590E+02","0.300E+01","0.000E+00","0.000E+00","0.000E+00","0.000E+00","3.000E+01","0.000E+00","0.6",,"k0 = 0.1*k0(H+C2H2) - k_inf = 0.1*k_inf(H+C2H2) considering the entrance TS value calculated at the M06-2X/cc-pVTZ level","2022-08-24 10:47:06"
"C4N2","H",,"HC4N2",,,,,"assocMD","4.300E-28","-1.510E+00","7.290E+01","1.000E+02","0.000E+00","2.200E-14","8.410e+00","-3.590E+02","1.000E+01","0.000E+00","0.000E+00","0.000E+00","0.000E+00","3.000E+01","0.000E+00","0.6",,"k0 = 10*k0(H+C2H4) - k_inf = 0.2*k_inf(H+C2H2) considering the entrance TS value calculated at the M06-2X/cc-pVTZ level and the size of the system","2022-08-24 10:47:06"
"OH","CH3",,"CH3OH",,,,,"assocMD","2.000E-26","-6.000E+00","1.000E+03","2.000E+00","1.000E+02","1.200E-10","-0.490E+00","0.000E+00","1.200E+00","1.000E+02","0.000E+00","0.000E+00","0.000E+00","3.000E+01","0.000E+00","0.6",,"De Avillez Pereira et al. 1997 - Jasper et al. 2007b - Sangwan et al. 2012","2022-08-24 10:47:06"
"OH","C2H2",,"C2H2OH",,,,,"assocMD","5.500E-30","0.000E+00","0.000E+00","1.6000E+00","1.000E+02","8.300E-13","2.000E+00","0.000E+00","1.200E+00","5.000E+01","0.000E+00","0.000E+00","0.000E+00","3.000E+01","0.000E+00","0.6",,"Sander et al. 2011","2022-08-24 10:47:06"
"OH","C2H4",,"C2H4OH",,,,,"assocMD","1.000E-28","-4.500E+00","0.000E+00","2.000E+00","1.000E+02","7.500E-12","-0.850E+00","0.000E+00","1.200E+00","5.000E+01","0.000E+00","0.000E+00","0.000E+00","3.000E+01","0.000E+00","0.6",,"Sander et al. 2011","2022-08-24 10:47:06"
"CO","H",,"HCO",,,,,"assocMD","7.500E-35","0.2000E+00","0.000E+00","1.600E+00","1.000E+02","1.000E-10","0.000E+00","1.000E+03","3.000E+00","3.000E+02","0.000E+00","0.000E+00","0.000E+00","3.000E+01","0.000E+00","0.6",,"k0 from Baulch et al. 2005 - k_inf from Wagner & Bowman 1987 - Wang et al. 1973","2022-08-24 10:47:06"
"HCO","CH3",,"CH3CHO",,,,,"assocMD","7.000E-26","-3.500E+00","0.000E+00","1.000E+01","1.000E+02","3.010E-11","0.000E+00","0.000E+00","2.000E+00","1.000E+02","0.000E+00","0.000E+00","0.000E+00","3.000E+01","0.000E+00","0.6",,"k0 from our semi empirical model Hébrard et al. [2013] / k_inf from Tsang & Herron 1991","2022-08-24 10:47:06"
"NO","H",,"HNO",,,,,"assocMD","1.340E-31","-1.320e+00","3.700E+02","2.000E+00","0.000E+00","2.440E-10","-0.410E+00","0.000E+00","1.600E+00","0.000E+00","0.000E+00","0.000E+00","0.000E+00","3.000E+01","0.000E+00","0.6",,"Tsang & Herron 1991","2022-08-24 10:47:06"
"NO","CH3",,"CH3NO",,,,,"assocMD","1.100E-29","-3.500E+00","0.000E+00","2.000E+00","0.000E+00","1.100E-11","0.600E+00","0.000E+00","1.600E+00","0.000E+00","0.000E+00","0.000E+00","0.000E+00","3.000E+01","0.000E+00","0.6",,"Kaiser 1993 - Jodkowski et al. 1993 - Baulch et al. 2005","2022-08-24 10:47:06"
"CS","H",,"HCS",,,,,"assocMD","7.500E-34","0.200E+00","0.000E+00","3.000E+00","0.000E+00","1.000E-10","0.000E+00","8.000E+02","3.000E+00","1.000E+02","0.000E+00","0.000E+00","0.000E+00","1.000E+00","0.000E+00","0.6",,"H + CO - barrier calculated at M06-2X/cc-pVTZ","2022-08-24 10:47:06"
"HCCS","H",,"H2CCS",,,,,"assocMD","2.000E-27","-1.500E+00","0.000E+00","3.000E+00","0.000E+00","1.000E-10","0.000E+00","0.000E+00","3.000E+00","0.000E+00","0.000E+00","0.000E+00","0.000E+00","1.000E+00","0.000E+00","0.6",,"M06-2X/cc-pVTZ / Semi empirical model","2022-08-24 10:47:06"
"C2S","H",,"HCCS",,,,,"assocMD","1.000E-27","-1.500E+00","0.000E+00","3.000E+00","0.000E+00","1.000E-10","0.000E+00","0.000E+00","3.000E+00","0.000E+00","0.000E+00","0.000E+00","0.000E+00","1.000E+00","0.000E+00","0.6",,"M06-2X/cc-pVTZ / Semi empirical model","2022-08-24 10:47:06"
"C3S","H",,"HC3S",,,,,"assocMD","3.000E-25","-2.930E+00","1.760E+00","1.000E+01","0.000E+00","1.000E-10","0.000E+00","8.000E+02","3.000E+00","1.000E+02","0.000E+00","0.000E+00","0.000E+00","1.000E+00","0.000E+00","0.6",,"Equal to H + C4H2 and to H + CS respectively","2022-08-24 10:47:06"
"SH","CH3",,"CH3SH",,,,,"assocMD","1.000E-28","-3.500E+00","0.000E+00","3.000E+00","0.000E+00","1.200E-10","0.000E+00","0.000E+00","3.000E+00","0.000E+00","0.000E+00","0.000E+00","0.000E+00","1.000E+00","0.000E+00","0.6",,"M06-2X/cc-pVTZ/semi empirical model","2022-08-24 10:47:06"
"S3P","C2H2",,"C2H2S",,,,,"assocMD","5.500E-30","0.000E+00","0.000E+00","1.000E+01","0.000E+00","1.400E-11","0.000E+00","1.010E+03","1.800E+00","2.000E+02","0.000E+00","0.000E+00","0.000E+00","1.000E+00","0.000E+00","0.6",,"Strausz et al. 1971 - Little & Donovan 1973 = k0(OH + C2H2)","2022-08-24 10:47:06"
"S3P","C2H4",,"C2H4S",,,,,"assocMD","1.000E-28","0.000E+00","0.000E+00","1.000E+01","0.000E+00","7.140E-12","0.000E+00","7.950E+02","1.800E+00","2.000E+02","0.000E+00","0.000E+00","0.000E+00","1.000E+00","0.000E+00","0.6",,"Davis et al. 1972 (OH + C2H4)","2022-08-24 10:47:06"
"NS","CH3",,"SOOTS",,,,,"assocMD","1.100E-29","-3.500E+00","0.000E+00","2.000E+00","0.000E+00","1.100E-11","0.600E+00","0.000E+00","1.600E+00","0.000E+00","0.000E+00","0.000E+00","0.000E+00","1.000E+00","0.000E+00","0.6",,"CH3 + NO (production of H3CNS)","2022-08-24 10:47:06"
"# New from Vuitton2019",,,,,,,,,,,,,,,,,,,,,,,,,,,"2022-08-24 10:47:06"
"C2H5","CH3",,"C3H8",,,,,"assocVV","2.86e-9","-0.61","44","2","0","4.31e-12","-4.75","96","2","0","3.62e-2","-4.25","189","2","0","0.95",,"Vuitton2019","2022-08-24 10:47:06"
"CH3","CH3",,"C2H6",,,,,"assocVV","3.84e-10","-0.29","28","2","0","5.53e-17","-3.79","64","2","0","3.20e-6","-3.25","74","2","0","0.37",,"Vuitton2019","2022-08-24 10:47:06"
"CH3CO","CH3",,"CH3COCH3",,,,,"assocVV","6.97e-11","0","0","2","0","1.00e-30","0","0","2","0","2.0e-11","0","0","2","0","0.40",,"Vuitton2019","2022-08-24 10:47:06"
"# New for Thomas Drant",," (2022_03_24)",,,,,,,,,,,,,,,,,,,,,,,,,"2022-08-24 10:47:06"
"OH","OH",,"H2O2",,,,,"assocMD","6.900E-31","-1.000E+00","0.000E+00","1.500E+00","1.000E+02","2.600E-11","0.000E+00","0.000E+00","1.500E+00","1.000E+02","0.000E+00","0.000E+00","0.000E+00","0.000E+00","0.000E+00","0.600E+00",,"Burkholder et al 2015","2022-08-24 10:47:06"
"H","O2",,"HO2",,,,,"assocMD","4.400E-32","-1.300E+00","0.000E+00","1.300E+00","5.000E+01","7.500E-11","0.200E+00","0.000E+00","1.300E+00","5.000E+01","0.000E+00","0.000E+00","0.000E+00","0.000E+00","0.000E+00","0.600E+00",,"Burkholder et al 2015","2022-08-24 10:47:06"
"O3P","O2",,"O3",,,,,"assocMD","5.700E-34","-2.800E+00","0.000E+00","1.260E+00","1.000E+02","2.800E-12","0.000E+00","0.000E+00","1.590E+00","1.000E+02","0.000E+00","0.000E+00","0.000E+00","0.000E+00","0.000E+00","0.650E+00",,"atkinson et al 1989","2022-08-24 10:47:06"
"CO","O3P",,"CO2",,,,,"assocMD","1.700E-33","0.000E+00","1.510E+03","2.500E+00","1.000E+02","1.000E-10","0.000E+00","0.000E+00","2.000E+00","1.000E+02","0.000E+00","0.000E+00","0.000E+00","0.000E+00","0.000E+00","1.000E+00",,"Tsang and Hampson 1986","2022-08-24 10:47:06"
"OH","H",,"H2O",,,,,"assocMD","6.780E-31","-2.000E+00","0.000E+00","2.000E+00","1.000E+02","1.000E-10","0.000E+00","0.000E+00","2.000E+00","1.000E+02","0.000E+00","0.000E+00","0.000E+00","0.000E+00","0.000E+00","1.000E+00",,"Tsang and Hampson 1986","2022-08-24 10:47:06"
"O3P","H",,"OH",,,,,"assocMD","4.330E-32","-1.000E+00","0.000E+00","5.000E+00","1.000E+02","1.000E-10","0.000E+00","0.000E+00","2.000E+00","1.000E+02","0.000E+00","0.000E+00","0.000E+00","0.000E+00","0.000E+00","1.000E+00",,"Tsang and Hampson 1986","2022-08-24 10:47:06"
"#HO2","HO2",,"H2O2","O2",,,,"assocMD","2.100E-33","0.000E+00","-9.200E+02","1.200E+00","2.000E+02","3.000E-13","0.000E+00","-4.600E+02","1.150E+00","1.000E+02","0.000E+00","0.000E+00","0.000E+00","0.000E+00","0.000E+00","0.600E+00",,"Burkholder et al 2015","2022-08-24 10:47:06"
"# Bimol from Dobrijevic",,,,,,,,,,,,,,,,,,,,,,,,,,,"2022-08-24 10:47:06"
"H","CH",,"C","H2",,,,"kooij","0.124E-09","0.260E+00","0.000E+00","0.300E+01","0.140E+02",,,,,,,,,,,,,"KIDA datasheet","2022-08-24 10:47:06"
"H","1CH2",,"CH","H2",,,,"kooij","0.220E-09","0.320E+00","0.000E+00","0.150E+01","0.700E+01",,,,,,,,,,,,,"equal to H + 3CH2","2022-08-24 10:47:06"
"H","3CH2",,"CH","H2",,,,"kooij","0.220E-09","0.320E+00","0.000E+00","0.150E+01","0.700E+01",,,,,,,,,,,,,"Fulle & Hippler 1997 - Böhland et al. 1987","2022-08-24 10:47:06"
"H","CH3",,"3CH2","H2",,,,"kooij","0.100E-09","0.000E+00","0.760E+04","0.100E+02","0.100E+03",,,,,,,,,,,,,"Baulch et al. [1992]","2022-08-24 10:47:06"
"H","CH4",,"CH3","H2",,,,"kooij","0.589E-12","0.300E+01","0.404E+04","0.158E+01","0.100E+03",,,,,,,,,,,,,"Baulch et al. [1992]","2022-08-24 10:47:06"
"H","C2H2",,"C2H","H2",,,,"kooij","0.100E-09","0.000E+00","0.112E+05","0.500E+01","0.100E+03",,,,,,,,,,,,,"Tsang and Hampson [1986]","2022-08-24 10:47:06"
"H","C2H3",,"C2H2","H2",,,,"kooij","6.000E-11","0.000E+00","0.000E+00","0.160E+01","0.000E+00",,,,,,,,,,,,,"Heinemann et al. [1988] - Monks et al. [1995]","2022-08-24 10:47:06"
"H","C2H5",,"C2H4","H2",,,,"kooij","0.300E-11","0.000E+00","0.000E+00","0.200E+01","0.000E+00",,,,,,,,,,,,,"Camilleri et al. [1974]","2022-08-24 10:47:06"
"H","C2H6",,"C2H5","H2",,,,"kooij","0.122E-10","0.150E+01","0.372E+04","0.200E+01","0.100E+03",,,,,,,,,,,,,"Baulch et al. [1992]","2022-08-24 10:47:06"
"H","C3H5",,"CH2CCH2","H2",,,,"kooij","1.500E-11","0.000E+00","0.000E+00","0.300E+01","0.000E+00",,,,,,,,,,,,,"Hanning-Lee & Pilling [1992] - Harding et al. [2007] - Hébrard et al. [2013]","2022-08-24 10:47:06"
"H","C3H5",,"CH3C2H","H2",,,,"kooij","1.500E-11","0.000E+00","0.000E+00","0.300E+01","0.000E+00",,,,,,,,,,,,,"Hanning-Lee & Pilling [1992] - Harding et al. [2007] - Hébrard et al. [2013]","2022-08-24 10:47:06"
"H","C3H6",,"CH3","C2H4",,,,"kooij","0.219E-10","0.000E+00","0.164E+04","0.200E+01","0.210E+02",,,,,,,,,,,,,"Tsang [1991] - Seakins et al. [1993] - Hébrard et al. [2013]","2022-08-24 10:47:06"
"H","C3H6",,"C3H5","H2",,,,"kooij","0.433E-12","0.250E+01","0.125E+04","0.180E+01","0.210E+02",,,,,,,,,,,,,"Tsang [1991] - Seakins et al. [1993] - Hébrard et al. [2013]","2022-08-24 10:47:06"
"H","C3H7",,"C3H6","H2",,,,"kooij","0.300E-11","0.000E+00","0.000E+00","0.300E+01","0.000E+00",,,,,,,,,,,,,"Hébrard et al. [2013]","2022-08-24 10:47:06"
"H","C3H8",,"C3H7","H2",,,,"kooij","0.431E-11","0.254E+01","0.340E+04","0.300E+01","0.100E+03",,,,,,,,,,,,,"Tsang [1988]","2022-08-24 10:47:06"
"H","C4H3",,"C4H2","H2",,,,"kooij","2.000E-11","0.000E+00","0.000E+00","0.300E+01","0.000E+00",,,,,,,,,,,,,"By comparison with H+C2H3 reduced considering the size of the system","2022-08-24 10:47:06"
"H","C4H5",,"C4H4","H2",,,,"kooij","3.000E-11","0.000E+00","0.000E+00","0.300E+01","0.000E+00",,,,,,,,,,,,,"By comparison with H+C2H3 ","2022-08-24 10:47:06"
"H","C4H6",,"C4H5","H2",,,,"kooij","0.569E-11","0.700E+00","0.302E+04","0.200E+01","0.100E+03",,,,,,,,,,,,,"Weissman and Benson [1988]","2022-08-24 10:47:06"
"H","C4H7",,"C4H6","H2",,,,"kooij","1.000E-11","0.000E+00","0.000E+00","0.300E+01","0.000E+00",,,,,,,,,,,,,"k(H+C3H5)/3 considering the steric hindrance","2022-08-24 10:47:06"
"H","C4H9",,"C4H8","H2",,,,"kooij","3.000E-12","0.000E+00","0.000E+00","0.300E+01","0.000E+00",,,,,,,,,,,,,"Tsang [1990]","2022-08-24 10:47:06"
"H","C6H3",,"C6H2","H2",,,,"kooij","2.000E-11","0.000E+00","0.000E+00","1.000E+01","0.000E+00",,,,,,,,,,,,,"By comparison with H + C2H3","2022-08-24 10:47:06"
"H","C6H6",,"C6H5","H2",,,,"kooij","0.415E-09","0.000E+00","0.805E+04","0.200E+01","0.100E+03",,,,,,,,,,,,,"Wang and Frenklach [1997]","2022-08-24 10:47:06"
"C","C2H2",,"C3","H2",,,,"kooij","0.260E-09","-0.700E-01","0.000E+00","0.120E+01","0.900E+00",,,,,,,,,,,,,"Bergeat & Loison 2001 -Costes et al. 2009 - Mebel et al. 2007","2022-08-24 10:47:06"
"C","C2H2",,"cC3H","H",,,,"kooij","0.410E-10","-0.390E+00","0.200E+01","0.140E+01","0.800E+00",,,,,,,,,,,,,"Bergeat & Loison 2001 -Costes et al. 2009 - Mebel et al. 2007","2022-08-24 10:47:06"
"C","C2H2",,"lC3H","H",,,,"kooij","0.780E-11","0.108E+01","0.000E+00","0.180E+01","0.200E+01",,,,,,,,,,,,,"Bergeat & Loison 2001 -Costes et al. 2009 - Mebel et al. 2007","2022-08-24 10:47:06"
"C","C2H3",,"cC3H2","H",,,,"kooij","4.000E-11","0.000E+00","0.000E+00","0.300E+01","0.000E+00",,,,,,,,,,,,,"Nguyen et al. [2001a] - Nguyen et al. [2001b] - Crider et al. [2009] - Wilson et al. [2012]","2022-08-24 10:47:06"
"C","C2H3",,"lC3H2","H",,,,"kooij","2.000E-11","0.000E+00","0.000E+00","0.300E+01","0.000E+00",,,,,,,,,,,,,"Nguyen et al. [2001a] - Nguyen et al. [2001b] - Crider et al. [2009] - Wilson et al. [2012]","2022-08-24 10:47:06"
"C","C2H3",,"tC3H2","H",,,,"kooij","3.000E-11","0.000E+00","0.000E+00","0.300E+01","0.000E+00",,,,,,,,,,,,,"Nguyen et al. [2001a] - Nguyen et al. [2001b] - Crider et al. [2009] - Wilson et al. [2012]","2022-08-24 10:47:06"
"C","C2H3",,"cC3H","H2",,,,"kooij","1.000E-11","0.000E+00","0.000E+00","0.300E+01","0.000E+00",,,,,,,,,,,,,"Nguyen et al. [2001a] - Nguyen et al. [2001b] - Crider et al. [2009] - Wilson et al. [2012]","2022-08-24 10:47:06"
"C","C2H3",,"lC3H","H2",,,,"kooij","1.000E-11","0.000E+00","0.000E+00","0.300E+01","0.000E+00",,,,,,,,,,,,,"Nguyen et al. [2001a] - Nguyen et al. [2001b] - Crider et al. [2009] - Wilson et al. [2012]","2022-08-24 10:47:06"
"C","C2H4",,"C3H3","H",,,,"kooij","0.210E-09","-0.110E+00","0.000E+00","0.140E+01","0.000E+00",,,,,,,,,,,,,"Chastaing et al. 1999 - Chastaing et al. 2001 - Bergeat & Loison 2001 -Haider & Husain 1993a - Haider & Husain 1993b","2022-08-24 10:47:06"
"C","C2H4",,"C2H2","3CH2",,,,"kooij","0.200E-10","-0.110E+00","0.000E+00","0.200E+01","0.000E+00",,,,,,,,,,,,,"Chastaing et al. 1999 - Chastaing et al. 2001 - Bergeat & Loison 2001 -Haider & Husain 1993a - Haider & Husain 1993b","2022-08-24 10:47:06"
"C","cC3H2",,"C4H","H",,,,"kooij","0.200E-09","0.000E+00","0.000E+00","0.300E+01","0.000E+00",,,,,,,,,,,,,"Georgievskii & Klippenstein [2005] considering no barrier","2022-08-24 10:47:06"
"C","tC3H2",,"C4H","H",,,,"kooij","2.000E-11","-0.540E+00","0.000E+00","0.300E+01","0.000E+00",,,,,,,,,,,,,"Georgievskii & Klippenstein [2005] considering no barrier","2022-08-24 10:47:06"
"C","lC3H2",,"C4H","H",,,,"kooij","0.200E-09","0.000E+00","0.000E+00","0.300E+01","0.000E+00",,,,,,,,,,,,,"Georgievskii & Klippenstein [2005] considering no barrier","2022-08-24 10:47:06"
"C","CH3C2H",,"C4H3","H",,,,"kooij","0.267E-09","-0.110E+00","0.000E+00","0.140E+01","0.000E+00",,,,,,,,,,,,,"Chastaing et al. [2000] - Loison et al. [2004]","2022-08-24 10:47:06"
"C","CH2CCH2",,"C4H3","H",,,,"kooij","0.350E-09","-0.100E-01","0.000E+00","0.140E+01","0.000E+00",,,,,,,,,,,,,"Chastaing et al. [2000] - Loison et al. [2004]","2022-08-24 10:47:06"
"C","C3H6",,"C4H5","H",,,,"kooij","0.140E-09","-0.800E-01","0.000E+00","0.160E+01","0.000E+00",,,,,,,,,,,,,"Chastaing et al. 1999 - Loison & Bergeat 2004","2022-08-24 10:47:06"
"C","C3H6",,"C3H3","CH3",,,,"kooij","0.140E-09","-0.800E-01","0.000E+00","0.160E+01","0.000E+00",,,,,,,,,,,,,"Chastaing et al. 1999 - Loison & Bergeat 2004","2022-08-24 10:47:06"
"C","C4H2",,"C5H","H",,,,"kooij","0.300E-09","0.000E+00","0.000E+00","0.200E+01","0.000E+00",,,,,,,,,,,,," Loison et al. 2014","2022-08-24 10:47:06"
"C","C4H4",,"C5H3","H",,,,"kooij","0.300E-09","0.000E+00","0.000E+00","0.200E+01","0.000E+00",,,,,,,,,,,,," Loison et al. 2014","2022-08-24 10:47:06"
"C","C4H6",,"C5H5","H",,,,"kooij","0.300E-09","0.000E+00","0.000E+00","0.140E+01","0.210E+02",,,,,,,,,,,,,"Husain & Ioannou [1997] - Chastaing et al. [2001]","2022-08-24 10:47:06"
"C","C4H8",,"C5H7","H",,,,"kooij","0.300E-09","0.000E+00","0.000E+00","0.140E+01","0.210E+02",,,,,,,,,,,,," Loison et al. 2014","2022-08-24 10:47:06"
"C","C6H4",,"C7H3","H",,,,"kooij","0.300E-09","0.000E+00","0.000E+00","0.300E+01","0.000E+00",,,,,,,,,,,,," Loison et al. 2014","2022-08-24 10:47:06"
"C","C6H6",,"C7H5","H",,,,"kooij","0.300E-09","0.000E+00","0.000E+00","0.300E+01","0.000E+00",,,,,,,,,,,,,"Bergeat & Loison 2001 - Bettinger et al. 2000","2022-08-24 10:47:06"
"CH","H2",,"3CH2","H",,,,"kooij","0.310E-09","0.000E+00","0.165E+04","0.130E+01","0.100E+03",,,,,,,,,,,,,"Brownsword et al. [1997]","2022-08-24 10:47:06"
"CH","CH",,"C2H","H",,,,"kooij","0.200E-09","0.000E+00","0.000E+00","0.200E+01","0.000E+00",,,,,,,,,,,,,"Shen & Pritchard [1991] - Dean & Hanson [1992] - Bergeat et al. [1999]","2022-08-24 10:47:06"
"CH","CH",,"3CH2","C",,,,"kooij","0.200E-10","0.000E+00","0.000E+00","0.300E+01","0.000E+00",,,,,,,,,,,,,"Shen & Pritchard [1991] - Dean & Hanson [1992] - Bergeat et al. [1999]","2022-08-24 10:47:06"
"CH","3CH2",,"C2H2","H",,,,"kooij","0.200E-09","0.000E+00","0.000E+00","0.300E+01","0.000E+00",,,,,,,,,,,,,"Georgievskii & Klippenstein [2005] considering no barrier","2022-08-24 10:47:06"
"CH","CH3",,"C2H3","H",,,,"kooij","0.100E-10","0.000E+00","0.000E+00","0.300E+01","0.000E+00",,,,,,,,,,,,,"Satyapal et al. [1990] - Chang et al. [1998b] - Georgievskii & Klippenstein [2005]","2022-08-24 10:47:06"
"CH","CH3",,"C2H2","H","H",,,"kooij","0.100E-09","0.000E+00","0.000E+00","0.300E+01","0.000E+00",,,,,,,,,,,,,"Satyapal et al. [1990] - Chang et al. [1998b] - Georgievskii & Klippenstein [2005]","2022-08-24 10:47:06"
"CH","CH4",,"C2H4","H",,,,"kooij","0.105E-09","-0.104E+01","0.361E+02","0.130E+01","0.445E+01",,,,,,,,,,,,,"KIDA","2022-08-24 10:47:06"
"CH","C2H2",,"cC3H2","H",,,,"kooij","0.130E-09","-0.233E+00","0.160E+02","0.160E+01","0.700E+01",,,,,,,,,,,,,"Butler et al. 1981 - Berman et al.1982 - Canosa et al. 1997 - Thiesemann et al. 1997 - Boullart et al. 1996 - McKee et al. 2003 - Loison & Bergeat 2009 - Maksyutenko et al. 2010 - Goulay et al. 2009","2022-08-24 10:47:06"
"CH","C2H2",,"tC3H2","H",,,,"kooij","0.250E-09","-0.233E+00","0.160E+02","0.160E+01","0.700E+01",,,,,,,,,,,,,"Butler et al. 1981 - Berman et al.1982 - Canosa et al. 1997 - Thiesemann et al. 1997 - Boullart et al. 1996 - McKee et al. 2003 - Loison & Bergeat 2009 - Maksyutenko et al. 2010 - Goulay et al. 2009","2022-08-24 10:47:06"
"CH","C2H2",,"lC3H","H2",,,,"kooij","0.371E-10","-0.233E+00","0.160E+02","0.160E+01","0.700E+01",,,,,,,,,,,,,"Butler et al. 1981 - Berman et al.1982 - Canosa et al. 1997 - Thiesemann et al. 1997 - Boullart et al. 1996 - McKee et al. 2003 - Loison & Bergeat 2009 - Maksyutenko et al. 2010 - Goulay et al. 2009","2022-08-24 10:47:06"
"CH","C2H4",,"CH3C2H","H",,,,"kooij","0.100E-09","-0.546E+00","0.296E+02","0.160E+01","0.700E+01",,,,,,,,,,,,,"Butler et al. 1981 - Berman et al. 1982 -  Thiesemann et al. 1997 - Thiesemann et  al. 2001 - Canosa et al. 1997 - McKee et al. 2003 - Loison & Bergeat  2009 - Goulay et al. 2009 - Gosavi et al.  1985 - Wang & Huang 1998 - Davis et  al. 1999 - Stranges et al. 2008","2022-08-24 10:47:06"
"CH","C2H4",,"CH2CCH2","H",,,,"kooij","0.240E-09","-0.546E+00","0.296E+02","0.160E+01","0.700E+01",,,,,,,,,,,,,"Butler et al. 1981 - Berman et al. 1982 -  Thiesemann et al. 1997 - Thiesemann et  al. 2001 - Canosa et al. 1997 - McKee et al. 2003 - Loison & Bergeat  2009 - Goulay et al. 2009 - Gosavi et al.  1985 - Wang & Huang 1998 - Davis et  al. 1999 - Stranges et al. 2008","2022-08-24 10:47:06"
"CH","C2H6",,"C3H6","H",,,,"kooij","0.500E-11","-0.648E+00","0.436E+02","0.160E+01","0.700E+01",,,,,,,,,,,,,"Butler et al. [1980] - Butler et al. [1981] - Berman & Lin [1983] - Canosa et al. [1997] - McKee et al. [2003] - Galland et al. [2003]","2022-08-24 10:47:06"
"CH","C2H6",,"C2H4","CH3",,,,"kooij","0.280E-10","-0.648E+00","0.436E+02","0.160E+01","0.700E+01",,,,,,,,,,,,,"Butler et al. [1980] - Butler et al. [1981] - Berman & Lin [1983] - Canosa et al. [1997] - McKee et al. [2003] - Galland et al. [2003]","2022-08-24 10:47:06"
"CH","C3",,"C4","H",,,,"kooij","0.200E-09","0.000E+00","0.000E+00","0.300E+01","0.000E+00",,,,,,,,,,,,,"Estimated by comparison with CH + unsaturated hydrocarbons (Butler et al. [1980] - Berman et al. [1982] - Thiesemann et al. [1997] - Canosa et al. [1997] - Thiesemann et al. [2001] - Daugey et al. [2005])","2022-08-24 10:47:06"
"CH","cC3H2",,"C4H2","H",,,,"kooij","0.200E-09","0.000E+00","0.000E+00","0.300E+01","0.000E+00",,,,,,,,,,,,,"Hébrard et al. [2013]","2022-08-24 10:47:06"
